155.65	49.61	56	0.63	0.18	-0.81	-0.6	-1.17	0.61	24
146.1	46.05	277	-0.53	1.53	-1.01	4.74	0.92	-0.47	24
153.17	48.43	119	-0.57	-2.34	2.91	-4.37	-5.49	0.84	23
157.26	51.54	126	-2.24	-0.11	2.35	-1.23	-2.11	0.43	24
154.58	48.39	75	-1.59	-0.59	2.17	3.61	-0.39	5.85	23
154.06	47.34	21	5.19	-0.94	-4.25	1.46	3.69	-2.56	24
154.06	47.46	28	9.75	-1	-8.75	3.46	6.47	-5.54	23
151.32	47.05	153	-1.48	-0.08	1.56	-2.27	-2.46	-0.2	25
153.35	46.33	17	1.24	-0.43	-0.81	0.53	0.53	-0.59	24
152.85	52.91	512	-4.67	-0.35	5.02	-0.12	-8.45	-0.02	23
154.6	47.17	15	4.44	-0.93	-3.51	0.7	0.73	-2.32	23
156.65	49.38	27	3.37	-1.67	-1.7	2.01	2	-1.78	23
149.51	49.53	505	-5.49	0.37	5.13	-3.62	-7.2	-0.99	23
152.4	46.16	97	-2.84	0.02	2.82	2.6	2.44	0.72	24
156.62	53.05	191	0.78	4.42	-5.2	-3.94	-0.93	-3.85	23
157.84	54.83	333	-3.24	4.05	-0.81	2	-4.19	-3.71	23
139.01	46.67	442	0.92	0.54	-1.46	0.3	-1.02	-0.66	26
147.39	49.12	552	-0.52	0.27	0.25	-1.26	-1.06	0.07	26
158.45	53.09	158	-4.75	2.37	2.38	-6.54	-5.68	0.65	23
149.53	46.23	159	-1.87	0.52	1.35	-1.33	-3.02	0.81	24
156.18	49.95	48	0.15	0.14	-0.29	-0.43	-1.2	0.18	24
147.67	49.59	589	2.84	2.06	-4.9	-3.57	-6.19	0.49	24
154.71	47.26	15	2.47	-0.87	-1.6	2.06	0.97	-1.19	23
153.8	46.55	28	4.26	-0.37	-3.89	0.46	2.59	-3.12	23
152.35	52.19	519	-1.31	1.87	-0.56	-3.76	-3.25	-3.03	23
156.78	49.05	22	2.24	-0.5	-1.74	0.96	0.89	-1.49	25
156.78	49.23	31	3.23	-0.56	-2.67	1.38	1.46	-2.22	24
156.63	48.95	24	2.78	-0.8	-1.98	0.91	1.22	-1.79	24
156.79	49.46	105	-1.05	-1.42	2.46	1.12	2.44	0.65	24
155.79	50.37	72	-4.23	1.83	2.4	3.24	6.6	1.07	23
149.57	45.7	131	-1.05	4.94	-3.89	-0.92	-3.01	-2.05	24
150.56	45.04	22	2.21	-0.18	-2.04	-0.24	1.76	-0.97	23
153.17	46.26	15	1.56	-0.57	-0.99	-0.04	1.5	-0.73	24
158.9	51.87	33	3.56	-0.88	-2.69	4.01	2.89	-1.1	23
149.9	47.02	180	-2.44	1.84	0.6	4.3	-0.14	-4.9	23
153.88	47.66	32	3.4	0.47	-3.88	4.83	4.36	-2.05	23
152.73	46.9	20	1.45	0.79	-2.24	-0.32	0.5	0.22	24
151.7	45.34	15	3.57	-1.49	-2.08	4.2	6.2	-2.13	24
150.73	45.02	62	2.87	-0.71	-2.16	-0.12	-0.22	-2.52	23
158.14	52.78	119	-0.06	-0.45	0.51	-1.23	-1.63	-0.05	24
152.43	46.83	52	1.45	-0.14	-1.31	0.38	0.63	-0.84	24
157.05	49.36	52	3.42	5.78	-9.2	-0.2	1.62	-6.53	23
157.52	49.4	15	-6.3	-1.15	7.45	2.74	4.24	3.71	23
144.25	45.92	374	0.92	1.49	-2.41	3.51	-3.29	-2.57	23
157.5	51.22	99	-0.31	0.71	-0.39	3.32	6.13	3.68	23
157.64	50.88	137	-4.85	-4.65	9.5	2.15	5.39	-6.96	23
152.99	54.62	649	0.1	0.05	-0.15	0.09	-1.5	-0.03	25
155.67	48.79	55	4.46	-0.32	-4.14	0.53	1.87	-1.13	23
155.5	49.83	130	2.48	2.24	-4.72	-3.84	-9.87	-3.61	23
152.34	46.04	61	0.68	-0.45	-0.23	1.93	0.04	-0.38	24
159.51	51.25	15	1.53	0.02	-1.55	0.4	0.87	-1.08	24
159.66	51.43	29	7.49	-2.21	-5.28	2.24	3.46	-9.71	23
156.91	49.06	37	2.02	-0.08	-1.94	0.56	0.78	-1.27	24
156.43	49.25	23	6.7	-1.22	-5.48	2.02	2.77	-3.71	24
156.12	49.09	15	0.71	-0.2	-0.51	0.38	1.17	-0.33	24
156.96	49.2	39	2.41	-0.48	-1.93	0.77	0.78	-1.89	24
156.66	49.21	27	1.57	-0.09	-1.48	0.85	0.81	-1.1	24
156.35	49.08	24	2.58	-0.43	-2.16	0.63	0.94	-0.86	23
153.47	46.11	27	6.48	-1.94	-4.54	0.67	-0.84	-5.43	23
158	51.18	41	4.45	0.23	-4.68	2.7	1.15	-4.65	23
154.6	46.89	32	2.21	-0.13	-2.08	0.31	0.07	-1.62	24
153.88	46.7	15	4.07	1.48	-5.55	1.62	4.37	-2.65	23
153.99	47.01	18	1.04	-0.15	-0.89	0.46	0.42	-0.58	24
154.55	46.73	15	5.11	-0.62	-4.49	0.89	-0.4	-2.55	24
154.05	46.81	19	5.38	-1.66	-3.72	1.34	1.19	-2.42	25
153.54	46.81	15	1.48	-0.25	-1.23	0.81	0.99	-0.58	24
153.75	46.35	15	0.96	0.09	-1.05	0.3	0.63	-0.47	24
154.45	47	25	1.4	-0.13	-1.28	0.51	0.13	-0.86	25
154.22	46.56	15	7.4	-1.55	-5.86	-0.04	0.67	-3.74	24
154.42	46.79	15	1.08	-0.34	-0.74	0.09	-0.55	-0.62	24
154.08	47.66	38	5.65	0.31	-5.96	-0.17	2.73	-3.36	24
152.34	45.14	72	1.51	-0.24	-1.27	0.13	-0.35	-1.2	24
159.41	49.64	15	-1.34	0.94	0.4	0.48	0.25	0.73	26
150.65	45.37	44	5.3	-2.09	-3.21	0.42	2.66	-3.3	23
152.26	45.63	15	7.35	-3.32	-4.03	1.61	4.73	-4.48	23
152.24	45.73	33	6.25	-1.46	-4.78	1.7	2.65	-5.34	23
151.61	45.28	15	1.06	-0.28	-0.78	-0.02	0.92	-0.67	24
150.85	46.04	54	0.54	0.51	-1.05	-0.38	-1.49	0.45	24
147.43	48	444	3.19	2.55	-5.73	4.3	-3.28	-0.26	23
153.94	47.09	15	3.55	-0.72	-2.83	-0.19	0.42	-1.83	23
152.2	46.02	41	1.12	-0.15	-0.97	-0.22	0.51	-0.74	24
150.45	45.29	38	1.08	-0.38	-0.7	0	0.67	-0.64	25
154.74	46.85	34	2.3	-0.49	-1.81	-0.1	-1.68	-1.35	24
157.6	50.67	48	1.47	-0.12	-1.35	0.36	0.04	-1.23	24
149.26	45.59	61	3.58	-2.47	-1.11	1.32	2.67	-2.05	23
138.35	47.35	520	1.22	1.48	-2.7	0.22	-0.16	-0.33	24
153.95	48.4	69	3.83	-7.84	4.01	6.41	8.75	0.14	23
155.95	49.21	40	1.31	-0.44	-0.87	0.04	0.87	-0.68	24
159.93	51.69	15	-4.36	1.19	3.17	0	0	2.88	23
141.38	48.94	612	-3.57	-0.87	4.43	-6.12	-2.66	2.47	26
150.76	45.33	39	2.31	-0.01	-2.3	-0.01	1.58	-1.81	24
142.26	46.21	348	1.95	1.12	-3.07	1.82	-0.65	-2.94	24
155.65	46.63	38	4.63	2.54	-7.17	-3.1	-6.84	-2.69	23
155.06	49.01	90	1.56	-0.31	-1.25	2.29	5.91	2.59	24
156.51	49.46	43	1.16	-0.25	-0.92	0.15	0.1	-0.76	24
138.42	46.02	15	8.45	-1.3	-7.15	0.71	-0.14	-2.62	24
151.03	45.73	29	4.51	-1.07	-3.44	0.69	1.42	-2.52	23
152.67	52.13	493	-9.63	3.24	6.38	-7.85	-6.63	-3.24	23
154.33	48.31	38	1.17	-0.04	-1.14	0.34	0.57	-0.77	25
154.76	48.27	34	2.14	-0.47	-1.66	1.01	1	-1.63	24
157.97	52.03	143	-0.7	-1.79	2.48	1.21	0.97	0.13	24
151.18	45.75	43	8.69	-2.52	-6.17	4.28	3.41	-6.36	23
145.91	47.96	465	-0.6	4.23	-3.63	-3.76	-4.83	-1.19	24
154.43	47.31	15	5.34	-1.47	-3.88	-1.08	0.24	-1.93	23
155.22	48.86	27	1.26	-0.39	-0.87	0.91	1.29	-0.44	25
159.61	52.07	33	1.76	2.55	-4.31	7.7	-0.19	-2.94	23
155.25	48.68	45	6.64	0.57	-7.21	1.07	0.3	-5.51	23
156.83	49.59	32	7.73	-0.07	-7.66	2.49	-0.7	-2.81	23
149.03	45.64	144	-1.16	-1.2	2.36	8.64	8.78	0.35	24
154.99	48.22	41	3.69	-0.37	-3.32	1.67	2.67	-1.63	24
151.53	45.73	15	4.92	-2.63	-2.29	4.54	8.17	-2.19	24
151.58	45.91	33	2.85	-0.6	-2.24	3	1.12	-3.45	23
151.68	45.68	24	0.89	-0.43	-0.46	0.68	1.14	-0.51	24
151.47	45.86	15	0.28	-0.11	-0.17	1.07	1.24	-0.26	24
151.99	45.66	35	5.83	-2.54	-3.29	2.74	4.68	-3.34	25
151.63	45.71	18	6.19	-3.67	-2.51	3.85	7.22	-3.05	24
151.64	45.74	38	1	-0.64	-0.36	0.45	1.24	-0.56	24
151.45	45.61	15	2.34	-1.8	-0.54	2.24	4.34	-1.04	25
151.2	45.45	26	1.66	-1.38	-0.28	0.73	3.5	-0.69	25
151.41	46.11	44	1.17	-0.35	-0.82	2.38	1.74	-0.54	25
151.8	45.34	20	1.08	-0.6	-0.49	0.88	1.2	-0.58	24
151.64	47.27	154	-3.21	3.17	0.05	-2.64	-1.94	0.9	24
151.07	45.39	15	0.54	-0.25	-0.28	0.82	1.16	-0.32	26
151.65	45.28	29	2.6	-1.13	-1.47	1.08	2.89	-1.61	24
151.55	45.58	31	1.4	-0.59	-0.81	1.4	1.9	-0.79	27
152.14	45.73	15	-0.61	0.26	0.35	0.57	-1.47	0.49	24
152.11	46.22	28	-0.29	0.44	-0.14	1.38	0.88	-0.5	24
152.02	45.66	33	1.26	-1.31	0.05	0.94	0.05	-0.57	24
151.27	45.94	57	4.47	-2.26	-2.21	-0.43	0.87	-2.7	23
151.12	45.59	31	3.81	-0.79	-3.03	1.08	3.49	-2.53	24
151.37	45.39	33	-5	0.74	4.26	-8.36	-4.94	6.18	23
159.91	52.84	59	4.7	-1.01	-3.69	1.56	1.73	-3.42	23
150.93	45.22	51	1.46	-0.59	-0.87	0.5	1.69	-0.72	23
159.48	54.74	143	0.16	0.97	-1.13	-0.75	-1.52	0.18	24
147.07	48.01	451	2.71	0.64	-3.35	0.91	-0.97	-0.2	24
155.85	48.27	62	1.64	0	-1.64	0.3	0.35	-0.41	24
147.81	49.33	588	2.76	-1.28	-1.47	-1.49	-1	1.31	24
156.44	47.62	15	-2.41	1.79	0.61	1.72	4	1.29	24
155.23	47.69	15	-6.8	3.51	3.28	-0.73	-3.93	3.77	23
155.78	47.56	27	-1.01	0.85	0.16	0.6	1.01	0.82	24
149.11	50.64	509	-3.62	2.35	1.26	-6.61	-1.8	1.1	23
142.47	45.49	330	-0.19	9.31	-9.12	6.27	-2.68	-0.63	24
151.57	45.32	29	7.29	-2.42	-4.87	2.68	2.13	-3.82	23
158.24	50.82	56	1.31	0.08	-1.39	-0.58	0.54	-1.21	25
157.88	50.67	28	2.44	0.9	-3.34	3.86	3.95	0.47	23
151.83	45.19	17	1.58	-0.57	-1.01	0.43	1.21	-1.18	24
159.13	52.95	104	-0.88	-0.46	1.35	-2.11	-5.95	-8.69	23
157.35	51.4	101	1.9	-0.1	-1.79	-1.61	-2.15	2.35	24
153.63	46.14	20	1.17	-0.93	-0.24	-0.03	0.68	-0.55	24
153.37	48.64	100	1.21	-2.16	0.95	-0.98	-4.2	-3.66	23
158.93	51.99	56	1.12	-0.24	-0.88	0.36	0.4	-0.55	25
142.08	45.64	312	-5.29	7.87	-2.57	3.68	-5.8	-0.48	23
141.94	45.66	314	0.03	1.48	-1.51	1.49	-1.92	-0.23	24
154.38	47.34	16	3.32	-0.71	-2.61	0.16	1.73	-1.7	24
154.2	47.16	27	1.86	-0.28	-1.58	0.25	1.07	-1.09	24
154.04	47.24	15	1.94	-0.41	-1.53	0.65	2.26	-1.14	24
156.54	49.67	48	1.44	-0.28	-1.16	0.49	0.55	-0.94	24
152.46	48.52	163	0.44	-2.49	2.05	1.07	-6.73	-0.66	23
150.51	45.23	46	9.57	-2.95	-6.62	3.48	7.55	-9.02	23
150.98	45.72	51	5.31	-2.17	-3.14	2.41	3.85	-4.64	23
156.02	49.04	21	3.14	-1.08	-2.05	2.04	0.82	-0.74	23
150.07	45.21	98	3.31	-1.71	-1.6	7.5	3.65	5.47	23
153.61	47.37	49	0.4	1.08	-1.48	-2.44	-2.09	3.27	23
153.82	46.64	47	3.17	-0.31	-2.86	1.22	1.42	-1.18	24
158.75	51.36	46	1.67	-0.46	-1.21	0.74	0.78	-0.84	27
159.83	50.74	20	1.1	-0.37	-0.72	0.57	0.34	-0.67	24
159.98	50.78	26	1.2	-0.41	-0.8	0.53	0.29	-0.78	24
158.21	51.02	55	2.36	-0.68	-1.67	0.58	1.01	-1.1	25
150.05	49.73	344	-0.58	-0.09	0.67	-0.99	-3.27	-3.34	23
159.44	51.08	20	5.24	-0.58	-4.66	5.68	3.22	-3.36	23
154.57	47.72	38	4.29	-0.33	-3.96	1.49	1.54	-2.26	24
152.77	46.66	52	1.23	-0.3	-0.93	0.22	0.6	-0.9	24
143.64	48.38	45	2.18	-0.27	-1.92	-0.9	-1.5	0.67	23
159.27	52	54	3.56	-0.89	-2.67	1.19	1.49	-1.54	26
159.27	51.72	40	1.03	-0.38	-0.65	0.39	0.17	-0.6	25
159.58	51.74	45	3.3	-0.68	-2.62	0.81	0.18	-2.3	24
154.84	48.42	78	5.86	-2.31	-3.54	-4.02	-9.75	-4.22	23
149.9	45.02	38	2.65	-0.75	-1.9	0.97	2.04	-1.64	24
159.52	51.69	44	6.02	-1.87	-4.16	2.42	1.95	-3.38	24
159.83	51.35	19	1.58	-0.51	-1.07	0.7	0.75	-0.96	24
150.15	47.47	270	0.88	0.15	-1.03	0.35	-0.61	0.01	24
153.77	48.63	127	-3.31	-0.75	4.06	-5.74	-9.04	-2.79	23
150.78	45.39	44	3.86	-0.46	-3.41	-0.56	-0.6	-2.69	23
158.27	52.4	159	1.67	-0.6	-1.07	2.9	5.45	-0.69	24
155.54	46.99	15	-2.49	2.07	0.41	-0.25	0.76	1.89	24
149.32	45.78	121	0.1	1.01	-1.12	0.37	-0.61	-0.48	26
159.88	51.3	17	4	-1.05	-2.95	3.07	-0.22	-1.82	23
155.14	47.5	15	7.24	-0.69	-6.55	4.15	7.37	-3.26	24
141.84	53.94	35	2.31	-1.22	-1.09	-7.43	-2.1	1.66	23
152.81	47.13	33	0.7	0.99	-1.68	2.19	4.06	-1.62	23
151.63	48.07	54	0.38	0.03	-0.41	0.5	1.18	-5.52	23
145.77	46.61	353	0.99	0.22	-1.21	0.48	-1.23	-0.93	24
151.79	45.92	42	1.88	-0.75	-1.13	0.46	1.48	-1.03	25
143.31	46.1	355	0.28	2.34	-2.62	0.25	-1.65	-2.07	24
159.68	52.01	48	8.46	-1.56	-6.89	2.85	4.03	-5.56	24
159.13	52.19	34	1.78	-0.18	-1.6	1.08	1.21	0.21	24
151.46	45.8	42	1.03	-0.47	-0.56	0.41	0.96	-0.61	26
151.86	46.02	38	1.82	-0.44	-1.38	1.39	1.11	-1.11	24
151.53	45.83	47	1.13	-0.35	-0.78	0.05	0.87	-0.69	24
142.65	53.03	24	0.87	1.88	-2.75	-0.57	-0.53	3.54	26
142.96	52.98	26	4.26	-0.78	-3.48	0.17	0.99	-0.71	23
152.61	46.42	46	0.11	5.49	-5.6	-3.39	5.07	-0.9	23
142.88	53.09	15	1.88	3.05	-4.94	-4.36	-2.12	1.4	23
143.11	52.61	15	4.66	0.97	-5.64	-1.5	-2.88	2.04	23
154.88	48.6	71	6.98	-2.28	-4.7	-4.28	-5.91	-3.19	24
151.19	45.95	83	0.54	1.06	-1.6	-0.99	-0.4	-0.05	24
153.98	46.33	33	1.25	6.18	-7.43	2.21	0.66	4.66	23
152.77	52.77	531	-1.76	0.87	0.89	-0.82	-0.59	-1.91	24
155.63	49.5	33	-0.03	0.04	-0.01	-0.22	1.15	0.19	24
153.64	48.03	137	-2.86	2.6	0.26	-4.7	-6.29	-1.68	23
157.75	50.67	50	1.12	-0.37	-0.75	0.43	0.29	-0.68	25
142.91	51.85	33	0.34	-0.14	-0.2	1.66	0.85	0.11	24
159.53	52.05	55	7.46	-1.53	-5.93	3.58	2.6	-4.03	23
150.6	45.01	15	1.07	-0.32	-0.75	1.13	0.96	-0.52	24
143.02	52.53	15	5.59	3.99	-9.58	6.7	-1.08	7.03	23
159.85	53.74	30	-5.88	2.25	3.63	-0.01	2.12	4.3	23
159.45	53.85	32	-6.56	1.22	5.34	1.1	4.03	4.64	23
151.4	45.51	35	1.42	-0.49	-0.93	0.63	0.82	-0.96	24
159.25	53.99	30	-9.02	1.94	7.07	-2.45	-2.74	5.62	23
142.57	53.31	15	2.26	-0.12	-2.14	-1.87	-0.87	0.85	24
150.46	45.38	50	1.58	-0.5	-1.08	0.08	1.05	-0.72	24
153.22	48.31	124	-0.23	-0.05	0.28	-0.73	-1.33	0.05	24
157.8	51.06	66	2.93	-2.11	-0.82	-0.28	-2	-0.69	23
159.22	53.77	26	-1.14	0.57	0.57	-0.1	-0.52	0.66	24
152.27	46.83	156	1.53	5.91	-7.43	8.29	2.82	-6.08	23
150.09	45.13	40	1.09	-0.22	-0.87	0.19	0.86	-0.67	24
150.45	45.29	49	4.82	-2.13	-2.68	1.48	3.61	-2.83	26
151.28	45.61	33	3.88	-0.69	-3.19	1.59	2.46	-4.36	23
151.44	45.27	40	7.22	-2.67	-4.55	3.05	4.47	-6.43	23
151.03	45.44	50	3.9	-1.84	-2.07	1.23	1.72	-2.56	24
148.56	45.29	130	-0.81	0.98	-0.17	3.1	1.62	-0.02	25
150.12	45.36	55	2.49	0.19	-2.68	-3.66	2.09	-2.09	23
154.42	47.06	37	1.04	-0.05	-1	0.08	0.07	0.3	24
151.06	45.3	26	4.98	-1.77	-3.21	1.78	5.31	-1.83	23
154.47	46.91	15	2.8	-0.86	-1.94	0.23	1.05	-1.76	24
159.72	51.49	24	1.1	-0.35	-0.75	0.62	0.73	-0.53	26
159.72	51.25	23	1.52	-0.58	-0.94	0.66	1.23	-0.74	25
159.75	51.54	32	1.53	-0.51	-1.02	0.26	0.78	-1.11	24
159.65	51.51	52	3.83	-1.82	-2.01	-0.03	-3.73	-4.87	23
159.71	51.52	29	3.12	-1.05	-2.07	3.75	0.83	-2.04	23
159.67	51.52	24	5.26	-1.79	-3.47	2.86	4.16	-2.74	24
159.42	51.51	15	4.22	-0.9	-3.31	8.2	8.52	-3.51	23
159.41	51.51	49	2.6	0.92	-3.52	-0.44	-1.72	-2.67	23
151.58	51.59	517	-4.36	3.21	1.15	-1.25	2.28	-1.26	23
151.18	45.36	50	4.44	-2.45	-1.99	0.77	3.05	-3.61	23
159.83	51.44	23	4.64	-0.99	-3.65	1.63	2.24	-3.11	24
156.23	49.13	51	1.83	-0.34	-1.49	0.14	0.71	-1.35	24
151.65	52.29	593	0.33	0.18	-0.51	0.44	-1.78	-0.05	24
152.22	45.65	27	1.83	-0.92	-0.92	0.51	1.35	-0.96	24
152.12	45.29	15	1.82	-0.88	-0.94	-0.62	-0.66	-0.79	24
152.15	45.66	23	4	-1.47	-2.53	-0.06	-1.41	-3.31	23
151.43	45.12	72	4.75	-2.23	-2.52	7.16	2.52	-7.11	24
152.58	52.91	635	-1.92	-0.18	2.1	-0.87	-2.02	0.34	24
152.22	45.48	15	5.25	-1.8	-3.45	5	0.61	-3.49	23
155.72	50.66	169	-4.88	3.26	1.62	-4.07	-9.83	2.79	23
152.84	46.19	16	1.75	-0.76	-0.99	1.2	1.13	-1.02	24
